SegmentID,Name,Type,Value,StartLine,EndLine,Length
SEG_0934,Folder 06,Folder,06,19366,19375,9
SEG_0936,Folder 06,Folder,06,19378,19387,9
SEG_0938,Folder 06,Folder,06,19390,19396,6
SEG_0939,Folder 06,Folder,06,19397,19402,5
SEG_0941,Folder 06,Folder,06,19405,19410,5
SEG_0943,Folder 06,Folder,06,19413,19418,5
SEG_0945,Folder 06,Folder,06,19421,19426,5
SEG_0947,Folder 06,Folder,06,19429,19435,6
SEG_0948,Folder 06,Folder,06,19436,19441,5
SEG_0950,Folder 06,Folder,06,19444,19449,5
SEG_0952,Folder 06,Folder,06,19452,19457,5
SEG_0954,Folder 06,Folder,06,19460,19465,5
SEG_0956,Folder 06,Folder,06,19468,19474,6
SEG_0957,Folder 06,Folder,06,19475,19480,5
SEG_0959,Folder 06,Folder,06,19483,19488,5
SEG_0961,Folder 06,Folder,06,19491,19496,5
SEG_0963,Folder 06,Folder,06,19499,19504,5
SEG_0965,Folder 06,Folder,06,19507,19517,10
SEG_0966,Folder 06,Folder,06,19518,19523,5
SEG_0968,Folder 06,Folder,06,19526,19531,5
SEG_0970,Folder 06,Folder,06,19534,19539,5
SEG_0972,Folder 06,Folder,06,19542,19547,5
SEG_0974,Folder 06,Folder,06,19550,19556,6
SEG_0975,Folder 06,Folder,06,19557,19562,5
SEG_0977,Folder 06,Folder,06,19565,19570,5
SEG_0979,Folder 06,Folder,06,19573,19578,5
SEG_0981,Folder 06,Folder,06,19581,19586,5
SEG_0983,Folder 06,Folder,06,19589,19595,6
SEG_0984,Folder 06,Folder,06,19596,19601,5
SEG_0986,Folder 06,Folder,06,19604,19609,5
SEG_0988,Folder 06,Folder,06,19612,19619,7
SEG_0990,Folder 06,Folder,06,19622,19627,5
SEG_0992,Folder 06,Folder,06,19630,19636,6
SEG_0993,Folder 06,Folder,06,19637,19642,5
SEG_0995,Folder 06,Folder,06,19645,19650,5
SEG_0997,Folder 06,Folder,06,19653,19658,5
SEG_0999,Folder 06,Folder,06,19661,19666,5
SEG_1001,Folder 06,Folder,06,19669,19675,6
SEG_1002,Folder 06,Folder,06,19676,19681,5
SEG_1004,Folder 06,Folder,06,19684,19690,6
SEG_1005,Folder 08,Folder,08,19691,19696,5
SEG_1007,Folder 08,Folder,08,19699,19704,5
SEG_1009,Folder 08,Folder,08,19707,19712,5
SEG_1011,Folder 08,Folder,08,19715,19720,5
SEG_1013,Folder 08,Folder,08,19723,19729,6
SEG_1014,Folder 08,Folder,08,19730,19735,5
SEG_1016,Folder 08,Folder,08,19738,19743,5
SEG_1018,Folder 08,Folder,08,19746,19751,5
SEG_1020,Folder 08,Folder,08,19754,19761,7
SEG_1022,Folder 08,Folder,08,19764,19770,6
SEG_1023,Folder 08,Folder,08,19771,19778,7
SEG_1025,Folder 08,Folder,08,19781,19786,5
SEG_1027,Folder 08,Folder,08,19789,19794,5
SEG_1029,Folder 08,Folder,08,19797,19802,5
SEG_1031,Folder 08,Folder,08,19805,19811,6
SEG_1032,Folder 08,Folder,08,19812,19817,5
SEG_1034,Folder 08,Folder,08,19820,19825,5
SEG_1036,Folder 08,Folder,08,19828,19833,5
SEG_1038,Folder 08,Folder,08,19836,19841,5
SEG_1040,Folder 08,Folder,08,19844,19850,6
SEG_1041,Folder 08,Folder,08,19851,19856,5
SEG_1043,Folder 08,Folder,08,19859,19866,7
SEG_1045,Folder 08,Folder,08,19869,19880,11
SEG_1047,Folder 08,Folder,08,19883,19892,9
SEG_1049,Folder 08,Folder,08,19895,19901,6
SEG_1050,Folder 08,Folder,08,19902,24413,4511
SEG_1051,Folder 48,Folder,48,24414,24419,5
SEG_1053,Folder 48,Folder,48,24422,24427,5
SEG_1055,Folder 48,Folder,48,24430,24435,5
SEG_1057,Folder 48,Folder,48,24438,24443,5
SEG_1059,Folder 48,Folder,48,24446,24458,12
SEG_1060,Folder 48,Folder,48,24459,24464,5
SEG_1062,Folder 48,Folder,48,24467,24478,11
SEG_1064,Folder 48,Folder,48,24481,24486,5
SEG_1066,Folder 48,Folder,48,24489,24494,5
SEG_1068,Folder 48,Folder,48,24497,24503,6
SEG_1069,Folder 48,Folder,48,24504,24509,5
SEG_1071,Folder 48,Folder,48,24512,24517,5
SEG_1073,Folder 48,Folder,48,24520,24527,7
SEG_1075,Folder 48,Folder,48,24530,24537,7
SEG_1077,Folder 48,Folder,48,24540,24552,12
SEG_1078,Folder 48,Folder,48,24553,24566,13
SEG_1080,Folder 48,Folder,48,24569,24578,9
SEG_1082,Folder 48,Folder,48,24581,24590,9
SEG_1084,Folder 48,Folder,48,24593,24598,5
SEG_1086,Folder 48,Folder,48,24601,24607,6
SEG_1087,Folder 48,Folder,48,24608,24619,11
SEG_1089,Folder 48,Folder,48,24622,24629,7
SEG_1091,Folder 48,Folder,48,24632,24637,5
SEG_1093,Folder 48,Folder,48,24640,24645,5
SEG_1095,Folder 48,Folder,48,24648,24654,6
SEG_1096,Folder 48,Folder,48,24655,24660,5
SEG_1098,Folder 48,Folder,48,24663,24668,5
SEG_1100,Folder 48,Folder,48,24671,24676,5
SEG_1102,Folder 48,Folder,48,24679,24684,5
SEG_1104,Folder 48,Folder,48,24687,24695,8
SEG_1105,Folder 48,Folder,48,24696,24701,5
SEG_1107,Folder 48,Folder,48,24704,24709,5
SEG_1109,Folder 48,Folder,48,24712,24717,5
SEG_1111,Folder 48,Folder,48,24720,24725,5
SEG_1113,Folder 48,Folder,48,24728,24736,8
SEG_1114,Folder 48,Folder,48,24737,24742,5
SEG_1116,Folder 48,Folder,48,24745,24750,5
SEG_1118,Folder 48,Folder,48,24753,24758,5
SEG_1120,Folder 48,Folder,48,24761,24770,9
SEG_1122,Folder 48,Folder,48,24773,24783,10
SEG_1123,Folder 48,Folder,48,24784,24789,5
SEG_1125,Folder 48,Folder,48,24792,24797,5
SEG_1127,Folder 48,Folder,48,24800,24805,5
SEG_1129,Folder 48,Folder,48,24808,24813,5
SEG_1131,Folder 48,Folder,48,24816,24822,6
SEG_1132,Folder 48,Folder,48,24823,24828,5
SEG_1134,Folder 48,Folder,48,24831,24836,5
SEG_1136,Folder 48,Folder,48,24839,24844,5
SEG_1138,Folder 48,Folder,48,24847,24852,5
SEG_1140,Folder 48,Folder,48,24855,24863,8
SEG_1141,Folder 48,Folder,48,24864,24869,5
SEG_1143,Folder 48,Folder,48,24872,24877,5
SEG_1145,Folder 48,Folder,48,24880,24885,5
SEG_1147,Folder 48,Folder,48,24888,24893,5
SEG_1149,Folder 48,Folder,48,24896,24902,6
SEG_1150,Folder 48,Folder,48,24903,24908,5
SEG_1152,Folder 48,Folder,48,24911,24916,5
SEG_1154,Folder 48,Folder,48,24919,24924,5
SEG_1156,Folder 48,Folder,48,24927,24938,11
SEG_1158,Folder 48,Folder,48,24941,24947,6
SEG_1159,Folder 48,Folder,48,24948,24953,5
SEG_1161,Folder 48,Folder,48,24956,24961,5
SEG_1163,Folder 48,Folder,48,24964,24971,7
SEG_1165,Folder 48,Folder,48,24974,24981,7
SEG_1167,Folder 48,Folder,48,24984,24990,6
SEG_1168,Folder 48,Folder,48,24991,24996,5
SEG_1170,Folder 48,Folder,48,24999,25004,5
SEG_1172,Folder 48,Folder,48,25007,25012,5
SEG_1174,Folder 48,Folder,48,25015,25020,5
SEG_1176,Folder 48,Folder,48,25023,25029,6
SEG_1177,Folder 48,Folder,48,25030,25035,5
SEG_1179,Folder 48,Folder,48,25038,25043,5
SEG_1181,Folder 48,Folder,48,25046,25051,5
SEG_1183,Folder 48,Folder,48,25054,25059,5
SEG_1185,Folder 48,Folder,48,25062,25068,6
SEG_1186,Folder 48,Folder,48,25069,25074,5
SEG_1188,Folder 48,Folder,48,25077,25082,5
SEG_1190,Folder 48,Folder,48,25085,25090,5
SEG_1192,Folder 48,Folder,48,25093,25098,5
SEG_1194,Folder 48,Folder,48,25101,25107,6
SEG_1195,Folder 48,Folder,48,25108,25113,5
SEG_1197,Folder 48,Folder,48,25116,25121,5
SEG_1199,Folder 48,Folder,48,25124,25129,5
SEG_1201,Folder 48,Folder,48,25132,25137,5
SEG_1203,Folder 48,Folder,48,25140,25146,6
SEG_1204,Folder 48,Folder,48,25147,25152,5
SEG_1206,Folder 48,Folder,48,25155,25160,5
SEG_1208,Folder 48,Folder,48,25163,25168,5
SEG_1210,Folder 48,Folder,48,25171,25176,5
SEG_1212,Folder 48,Folder,48,25179,25185,6
SEG_1213,Folder 48,Folder,48,25186,25191,5
SEG_1215,Folder 48,Folder,48,25194,25199,5
SEG_1217,Folder 48,Folder,48,25202,25207,5
SEG_1219,Folder 48,Folder,48,25210,25219,9
SEG_1221,Folder 48,Folder,48,25222,25228,6
SEG_1222,Folder 48,Folder,48,25229,25234,5
SEG_1224,Folder 48,Folder,48,25237,25242,5
SEG_1226,Folder 48,Folder,48,25245,25250,5
SEG_1228,Folder 48,Folder,48,25253,25258,5
SEG_1230,Folder 48,Folder,48,25261,25267,6
SEG_1231,Folder 48,Folder,48,25268,25281,13
SEG_1233,Folder 48,Folder,48,25284,25289,5
SEG_1235,Folder 48,Folder,48,25292,25297,5
SEG_1237,Folder 48,Folder,48,25300,25305,5
SEG_1239,Folder 48,Folder,48,25308,25314,6
SEG_1240,Folder 48,Folder,48,25315,25322,7
SEG_1242,Folder 48,Folder,48,25325,25332,7
SEG_1244,Folder 48,Folder,48,25335,25340,5
SEG_1246,Folder 48,Folder,48,25343,25348,5
SEG_1248,Folder 48,Folder,48,25351,25357,6
SEG_1249,Folder 48,Folder,48,25358,25363,5
SEG_1251,Folder 48,Folder,48,25366,25377,11
SEG_1253,Folder 48,Folder,48,25380,25385,5
SEG_1255,Folder 48,Folder,48,25388,25393,5
SEG_1257,Folder 48,Folder,48,25396,25402,6
SEG_1258,Folder 48,Folder,48,25403,25412,9
SEG_1260,Folder 48,Folder,48,25415,25420,5
SEG_1262,Folder 48,Folder,48,25423,25428,5
SEG_1264,Folder 48,Folder,48,25431,25436,5
SEG_1266,Folder 48,Folder,48,25439,25445,6
SEG_1267,Folder 48,Folder,48,25446,25455,9
SEG_1269,Folder 48,Folder,48,25458,25465,7
SEG_1271,Folder 48,Folder,48,25468,25473,5
SEG_1273,Folder 48,Folder,48,25476,25483,7
SEG_1275,Folder 48,Folder,48,25486,25496,10
SEG_1276,Folder 48,Folder,48,25497,25502,5
SEG_1278,Folder 48,Folder,48,25505,25510,5
SEG_1280,Folder 48,Folder,48,25513,25518,5
SEG_1282,Folder 48,Folder,48,25521,25526,5
SEG_1284,Folder 48,Folder,48,25529,25535,6
SEG_1285,Folder 48,Folder,48,25536,25543,7
SEG_1287,Folder 48,Folder,48,25546,25553,7
SEG_1289,Folder 48,Folder,48,25556,25565,9
SEG_1291,Folder 48,Folder,48,25568,25575,7
SEG_1293,Folder 48,Folder,48,25578,25584,6
SEG_1294,Folder 48,Folder,48,25585,25594,9
SEG_1296,Folder 48,Folder,48,25597,25614,17
SEG_1298,Folder 48,Folder,48,25617,25622,5
SEG_1300,Folder 48,Folder,48,25625,25630,5
SEG_1302,Folder 48,Folder,48,25633,25641,8
SEG_1303,Folder 48,Folder,48,25642,25647,5
SEG_1305,Folder 48,Folder,48,25650,25655,5
SEG_1307,Folder 48,Folder,48,25658,25663,5
SEG_1309,Folder 48,Folder,48,25666,25671,5
SEG_1311,Folder 48,Folder,48,25674,25680,6
SEG_1312,Folder 48,Folder,48,25681,25686,5
SEG_1314,Folder 48,Folder,48,25689,25698,9
SEG_1316,Folder 48,Folder,48,25701,25706,5
SEG_1318,Folder 48,Folder,48,25709,25714,5
SEG_1320,Folder 48,Folder,48,25717,25723,6
SEG_1321,Folder 48,Folder,48,25724,25729,5
SEG_1323,Folder 48,Folder,48,25732,25737,5
SEG_1325,Folder 48,Folder,48,25740,25745,5
SEG_1327,Folder 48,Folder,48,25748,25753,5
SEG_1329,Folder 48,Folder,48,25756,25762,6
SEG_1330,Folder 48,Folder,48,25763,25768,5
SEG_1332,Folder 48,Folder,48,25771,25778,7
SEG_1334,Folder 48,Folder,48,25781,25786,5
SEG_1336,Folder 48,Folder,48,25789,25794,5
SEG_1338,Folder 48,Folder,48,25797,25803,6
SEG_1339,Folder 48,Folder,48,25804,25809,5
SEG_1341,Folder 48,Folder,48,25812,25817,5
SEG_1343,Folder 48,Folder,48,25820,25825,5
SEG_1345,Folder 48,Folder,48,25828,25833,5
SEG_1347,Folder 48,Folder,48,25836,25842,6
SEG_1348,Folder 48,Folder,48,25843,25848,5
SEG_1350,Folder 48,Folder,48,25851,25856,5
SEG_1352,Folder 48,Folder,48,25859,25864,5
SEG_1354,Folder 48,Folder,48,25867,25872,5
SEG_1356,Folder 48,Folder,48,25875,25881,6
SEG_1357,Folder 48,Folder,48,25882,25887,5
SEG_1359,Folder 48,Folder,48,25890,25895,5
SEG_1361,Folder 48,Folder,48,25898,25903,5
SEG_1363,Folder 48,Folder,48,25906,25911,5
SEG_1365,Folder 48,Folder,48,25914,25920,6
SEG_1366,Folder 48,Folder,48,25921,25926,5
SEG_1368,Folder 48,Folder,48,25929,25934,5
SEG_1370,Folder 48,Folder,48,25937,25942,5
SEG_1372,Folder 48,Folder,48,25945,25950,5
SEG_1374,Folder 48,Folder,48,25953,25959,6
SEG_1375,Folder 48,Folder,48,25960,25965,5
SEG_1377,Folder 48,Folder,48,25968,25973,5
SEG_1379,Folder 48,Folder,48,25976,25981,5
SEG_1381,Folder 48,Folder,48,25984,25989,5
SEG_1383,Folder 48,Folder,48,25992,25998,6
SEG_1384,Folder 48,Folder,48,25999,26004,5
SEG_1386,Folder 48,Folder,48,26007,26014,7
SEG_1388,Folder 48,Folder,48,26017,26022,5
SEG_1390,Folder 48,Folder,48,26025,26030,5
SEG_1392,Folder 48,Folder,48,26033,26039,6
SEG_1393,Folder 48,Folder,48,26040,26045,5
SEG_1395,Folder 48,Folder,48,26048,26055,7
SEG_1397,Folder 48,Folder,48,26058,26063,5
SEG_1399,Folder 48,Folder,48,26066,26071,5
SEG_1401,Folder 48,Folder,48,26074,26080,6
SEG_1402,Folder 48,Folder,48,26081,26086,5
SEG_1404,Folder 48,Folder,48,26089,26094,5
SEG_1406,Folder 48,Folder,48,26097,26102,5
SEG_1408,Folder 48,Folder,48,26105,26114,9
SEG_1410,Folder 48,Folder,48,26117,26126,9
SEG_1411,Folder 48,Folder,48,26127,26140,13
SEG_1413,Folder 48,Folder,48,26143,26148,5
SEG_1415,Folder 48,Folder,48,26151,26156,5
SEG_1417,Folder 48,Folder,48,26159,27136,977
SEG_1418,Part of,Part,of,27137,28244,1107
SEG_1419,Folder 49,Folder,49,28245,28258,13
SEG_1421,Folder 49,Folder,49,28261,28268,7
SEG_1423,Folder 49,Folder,49,28271,28280,9
SEG_1425,Folder 49,Folder,49,28283,28298,15
SEG_1427,Folder 49,Folder,49,28301,28311,10
SEG_1428,Folder 49,Folder,49,28312,28319,7
SEG_1430,Folder 49,Folder,49,28322,28335,13
SEG_1432,Folder 49,Folder,49,28338,28355,17
SEG_1434,Folder 49,Folder,49,28358,28367,9
SEG_1436,Folder 49,Folder,49,28370,28382,12
SEG_1437,Folder 49,Folder,49,28383,28392,9
SEG_1439,Folder 49,Folder,49,28395,28404,9
SEG_1441,Folder 49,Folder,49,28407,28416,9
SEG_1443,Folder 49,Folder,49,28419,28428,9
SEG_1445,Folder 49,Folder,49,28431,28441,10
SEG_1446,Folder 49,Folder,49,28442,28455,13
SEG_1448,Folder 49,Folder,49,28458,28471,13
SEG_1450,Folder 49,Folder,49,28474,28483,9
SEG_1452,Folder 49,Folder,49,28486,28491,5
SEG_1454,Folder 49,Folder,49,28494,28506,12
SEG_1455,Folder 49,Folder,49,28507,28520,13
SEG_1457,Folder 49,Folder,49,28523,28532,9
SEG_1459,Folder 49,Folder,49,28535,28546,11
SEG_1461,Folder 49,Folder,49,28549,28560,11
SEG_1463,Folder 49,Folder,49,28563,28577,14
SEG_1464,Folder 49,Folder,49,28578,28589,11
SEG_1466,Folder 49,Folder,49,28592,28599,7
SEG_1468,Folder 49,Folder,49,28602,28609,7
SEG_1470,Folder 49,Folder,49,28612,28619,7
SEG_1472,Folder 49,Folder,49,28622,28630,8
SEG_1473,Folder 49,Folder,49,28631,28644,13
SEG_1475,Folder 49,Folder,49,28647,28652,5
SEG_1477,Folder 49,Folder,49,28655,28664,9
SEG_1479,Folder 49,Folder,49,28667,28670,3
SEG_1481,Folder 49,Folder,49,28673,28685,12
SEG_1482,Folder 49,Folder,49,28686,28695,9
SEG_1484,Folder 49,Folder,49,28698,28707,9
SEG_1486,Folder 49,Folder,49,28710,28717,7
SEG_1488,Folder 49,Folder,49,28720,28727,7
SEG_1490,Folder 49,Folder,49,28730,28738,8
SEG_1491,Folder 49,Folder,49,28739,28748,9
SEG_1493,Folder 49,Folder,49,28751,28756,5
SEG_1495,Folder 49,Folder,49,28759,28768,9
SEG_1497,Folder 49,Folder,49,28771,28782,11
SEG_1499,Folder 49,Folder,49,28785,28803,18
SEG_1500,Folder 49,Folder,49,28804,28811,7
SEG_1502,Folder 49,Folder,49,28814,28825,11
SEG_1504,Folder 49,Folder,49,28828,28839,11
SEG_1506,Folder 49,Folder,49,28842,28857,15
SEG_1508,Folder 49,Folder,49,28860,28868,8
SEG_1509,Folder 49,Folder,49,28869,28874,5
SEG_1511,Folder 49,Folder,49,28877,28882,5
SEG_1513,Folder 49,Folder,49,28885,28894,9
SEG_1515,Folder 49,Folder,49,28897,28904,7
SEG_1517,Folder 49,Folder,49,28907,28919,12
SEG_1518,Folder 49,Folder,49,28920,28931,11
SEG_1520,Folder 49,Folder,49,28934,28945,11
SEG_1522,Folder 49,Folder,49,28948,28957,9
SEG_1524,Folder 49,Folder,49,28960,28967,7
SEG_1526,Folder 49,Folder,49,28970,28980,10
SEG_1527,Folder 49,Folder,49,28981,28990,9
SEG_1529,Folder 49,Folder,49,28993,29002,9
SEG_1531,Folder 49,Folder,49,29005,29012,7
SEG_1533,Folder 49,Folder,49,29015,29028,13
SEG_1535,Folder 49,Folder,49,29031,29043,12
SEG_1536,Folder 49,Folder,49,29044,29055,11
SEG_1538,Folder 49,Folder,49,29058,29069,11
SEG_1540,Folder 49,Folder,49,29072,29079,7
SEG_1542,Folder 49,Folder,49,29082,29093,11
SEG_1544,Folder 49,Folder,49,29096,29104,8
SEG_1545,Folder 49,Folder,49,29105,29114,9
SEG_1547,Folder 49,Folder,49,29117,29122,5
SEG_1549,Folder 49,Folder,49,29125,29138,13
SEG_1551,Folder 49,Folder,49,29141,29156,15
SEG_1553,Folder 49,Folder,49,29159,29170,11
SEG_1554,Folder 49,Folder,49,29171,29188,17
SEG_1556,Folder 49,Folder,49,29191,29202,11
SEG_1558,Folder 49,Folder,49,29205,29216,11
SEG_1560,Folder 49,Folder,49,29219,29226,7
SEG_1562,Folder 49,Folder,49,29229,29243,14
SEG_1563,Folder 49,Folder,49,29244,29255,11
SEG_1565,Folder 49,Folder,49,29258,29275,17
SEG_1567,Folder 49,Folder,49,29278,29289,11
SEG_1569,Folder 49,Folder,49,29292,29307,15
SEG_1571,Folder 49,Folder,49,29310,29320,10
SEG_1572,Folder 49,Folder,49,29321,29336,15
SEG_1574,Folder 49,Folder,49,29339,29352,13
SEG_1576,Folder 49,Folder,49,29355,29370,15
SEG_1578,Folder 49,Folder,49,29373,29380,7
SEG_1580,Folder 49,Folder,49,29383,29393,10
SEG_1581,Folder 49,Folder,49,29394,29401,7
SEG_1583,Folder 49,Folder,49,29404,29423,19
SEG_1585,Folder 49,Folder,49,29426,29435,9
SEG_1587,Folder 49,Folder,49,29438,29445,7
SEG_1589,Folder 49,Folder,49,29448,29466,18
SEG_1590,Folder 49,Folder,49,29467,29476,9
SEG_1592,Folder 49,Folder,49,29479,29492,13
SEG_1594,Folder 49,Folder,49,29495,29504,9
SEG_1596,Folder 49,Folder,49,29507,29514,7
SEG_1598,Folder 49,Folder,49,29517,29521,4
SEG_1599,Folder 49,Folder,49,29522,29527,5
SEG_1601,Folder 49,Folder,49,29530,29537,7
SEG_1603,Folder 49,Folder,49,29540,29543,3
SEG_1605,Folder 49,Folder,49,29546,29551,5
SEG_1607,Folder 49,Folder,49,29554,29560,6
SEG_1608,Folder 49,Folder,49,29561,29568,7
SEG_1610,Folder 49,Folder,49,29571,29578,7
SEG_1612,Folder 49,Folder,49,29581,29588,7
SEG_1614,Folder 49,Folder,49,29591,29600,9
SEG_1616,Folder 49,Folder,49,29603,29617,14
SEG_1617,Folder 49,Folder,49,29618,29625,7
SEG_1619,Folder 49,Folder,49,29628,29635,7
SEG_1621,Folder 49,Folder,49,29638,29647,9
SEG_1623,Folder 49,Folder,49,29650,29655,5
SEG_1625,Folder 49,Folder,49,29658,29670,12
SEG_1626,Folder 49,Folder,49,29671,29678,7
SEG_1628,Folder 49,Folder,49,29681,29688,7
SEG_1630,Folder 49,Folder,49,29691,29706,15
SEG_1632,Folder 49,Folder,49,29709,29722,13
SEG_1634,Folder 49,Folder,49,29725,29735,10
SEG_1635,Folder 49,Folder,49,29736,29749,13
SEG_1637,Folder 49,Folder,49,29752,29757,5
SEG_1639,Folder 49,Folder,49,29760,29763,3
SEG_1641,Folder 49,Folder,49,29766,29771,5
SEG_1643,Folder 49,Folder,49,29774,29782,8
SEG_1644,Folder 49,Folder,49,29783,29796,13
SEG_1646,Folder 49,Folder,49,29799,29806,7
SEG_1648,Folder 49,Folder,49,29809,29816,7
SEG_1650,Folder 49,Folder,49,29819,29828,9
SEG_1652,Folder 49,Folder,49,29831,29845,14
SEG_1653,Folder 49,Folder,49,29846,29849,3
SEG_1655,Folder 49,Folder,49,29852,29863,11
SEG_1657,Folder 49,Folder,49,29866,29871,5
SEG_1659,Folder 49,Folder,49,29874,29877,3
SEG_1661,Folder 49,Folder,49,29880,29888,8
SEG_1662,Folder 49,Folder,49,29889,29898,9
SEG_1664,Folder 49,Folder,49,29901,29908,7
SEG_1666,Folder 49,Folder,49,29911,29916,5
SEG_1668,Folder 49,Folder,49,29919,29932,13
SEG_1670,Folder 49,Folder,49,29935,29945,10
SEG_1671,Folder 49,Folder,49,29946,29955,9
SEG_1673,Folder 49,Folder,49,29958,29965,7
SEG_1675,Folder 49,Folder,49,29968,29973,5
SEG_1677,Folder 49,Folder,49,29976,29989,13
SEG_1679,Folder 49,Folder,49,29992,30006,14
SEG_1680,Folder 49,Folder,49,30007,30016,9
SEG_1682,Folder 49,Folder,49,30019,30028,9
SEG_1684,Folder 49,Folder,49,30031,30040,9
SEG_1686,Folder 49,Folder,49,30043,30056,13
SEG_1688,Folder 49,Folder,49,30059,30067,8
SEG_1689,Folder 49,Folder,49,30068,30071,3
SEG_1691,Folder 49,Folder,49,30074,30081,7
SEG_1693,Folder 49,Folder,49,30084,30095,11
SEG_1695,Folder 49,Folder,49,30098,30107,9
SEG_1697,Folder 49,Folder,49,30110,30124,14
SEG_1698,Folder 49,Folder,49,30125,30148,23
SEG_1700,Folder 49,Folder,49,30151,30158,7
SEG_1702,Folder 49,Folder,49,30161,30168,7
SEG_1704,Folder 49,Folder,49,30171,30180,9
SEG_1706,Folder 49,Folder,49,30183,30197,14
SEG_1707,Folder 49,Folder,49,30198,30213,15
SEG_1709,Folder 49,Folder,49,30216,30225,9
SEG_1711,Folder 49,Folder,49,30228,30235,7
SEG_1713,Folder 49,Folder,49,30238,30248,10
SEG_1714,Folder 82,Folder,82,30249,30258,9
SEG_1716,Folder 82,Folder,82,30261,30280,19
SEG_1718,Folder 82,Folder,82,30283,30294,11
SEG_1720,Folder 82,Folder,82,30297,30308,11
SEG_1722,Folder 82,Folder,82,30311,30319,8
SEG_1723,Folder 82,Folder,82,30320,30325,5
SEG_1725,Folder 82,Folder,82,30328,30333,5
SEG_1727,Folder 82,Folder,82,30336,30341,5
SEG_1729,Folder 82,Folder,82,30344,30347,3
SEG_1731,Folder 82,Folder,82,30350,30356,6
SEG_1732,Folder 82,Folder,82,30357,30360,3
SEG_1734,Folder 82,Folder,82,30363,30370,7
SEG_1736,Folder 82,Folder,82,30373,30378,5
SEG_1738,Folder 82,Folder,82,30381,30386,5
SEG_1740,Folder 82,Folder,82,30389,30395,6
SEG_1741,Folder 82,Folder,82,30396,30401,5
SEG_1743,Folder 82,Folder,82,30404,30409,5
SEG_1745,Folder 82,Folder,82,30412,30415,3
SEG_1747,Folder 82,Folder,82,30418,30421,3
SEG_1749,Folder 82,Folder,82,30424,30428,4
SEG_1750,Folder 82,Folder,82,30429,30434,5
SEG_1752,Folder 82,Folder,82,30437,30440,3
SEG_1754,Folder 82,Folder,82,30443,30452,9
SEG_1756,Folder 82,Folder,82,30455,30466,11
SEG_1758,Folder 82,Folder,82,30469,30485,16
SEG_1759,Folder 82,Folder,82,30486,30501,15
SEG_1761,Folder 82,Folder,82,30504,30511,7
SEG_1763,Folder 82,Folder,82,30514,30525,11
SEG_1765,Folder 82,Folder,82,30528,30535,7
SEG_1767,Folder 82,Folder,82,30538,30546,8
SEG_1768,Folder 82,Folder,82,30547,30556,9
SEG_1770,Folder 82,Folder,82,30559,30570,11
SEG_1772,Folder 82,Folder,82,30573,30582,9
SEG_1774,Folder 82,Folder,82,30585,30594,9
SEG_1776,Folder 82,Folder,82,30597,30611,14
SEG_1777,Folder 82,Folder,82,30612,30617,5
SEG_1779,Folder 82,Folder,82,30620,30627,7
SEG_1781,Folder 82,Folder,82,30630,30637,7
SEG_1783,Folder 82,Folder,82,30640,30659,19
SEG_1785,Folder 82,Folder,82,30662,30672,10
SEG_1786,Folder 82,Folder,82,30673,30678,5
SEG_1788,Folder 82,Folder,82,30681,30690,9
SEG_1790,Folder 82,Folder,82,30693,30700,7
SEG_1792,Folder 82,Folder,82,30703,30712,9
SEG_1794,Folder 82,Folder,82,30715,30725,10
SEG_1795,Folder 82,Folder,82,30726,30731,5
SEG_1797,Folder 82,Folder,82,30734,30739,5
SEG_1799,Folder 82,Folder,82,30742,30747,5
SEG_1801,Folder 82,Folder,82,30750,30755,5
SEG_1803,Folder 82,Folder,82,30758,30764,6
SEG_1804,Folder 82,Folder,82,30765,30770,5
SEG_1806,Folder 82,Folder,82,30773,30778,5
SEG_1808,Folder 82,Folder,82,30781,30786,5
SEG_1810,Folder 82,Folder,82,30789,30794,5
SEG_1812,Folder 82,Folder,82,30797,30803,6
SEG_1813,Folder 82,Folder,82,30804,30809,5
SEG_1815,Folder 82,Folder,82,30812,30817,5
SEG_1817,Folder 82,Folder,82,30820,30825,5
SEG_1819,Folder 82,Folder,82,30828,30833,5
SEG_1821,Folder 82,Folder,82,30836,30842,6
SEG_1822,Folder 82,Folder,82,30843,30848,5
SEG_1824,Folder 82,Folder,82,30851,30856,5
SEG_1826,Folder 82,Folder,82,30859,30864,5
SEG_1828,Folder 82,Folder,82,30867,30872,5
SEG_1830,Folder 82,Folder,82,30875,30881,6
SEG_1831,Folder 82,Folder,82,30882,30887,5
SEG_1833,Folder 82,Folder,82,30890,30895,5
SEG_1835,Folder 82,Folder,82,30898,30901,3
SEG_1837,Folder 82,Folder,82,30904,30909,5
SEG_1839,Folder 82,Folder,82,30912,30916,4
SEG_1840,Folder 82,Folder,82,30917,30922,5
SEG_1842,Folder 82,Folder,82,30925,30932,7
SEG_1844,Folder 82,Folder,82,30935,30940,5
SEG_1846,Folder 82,Folder,82,30943,30948,5
SEG_1848,Folder 82,Folder,82,30951,30957,6
SEG_1849,Folder 82,Folder,82,30958,30963,5
SEG_1851,Folder 82,Folder,82,30966,30971,5
SEG_1853,Folder 82,Folder,82,30974,30979,5
SEG_1855,Folder 82,Folder,82,30982,30987,5
SEG_1857,Folder 82,Folder,82,30990,30996,6
SEG_1858,Folder 82,Folder,82,30997,31002,5
SEG_1860,Folder 82,Folder,82,31005,31010,5
